City ID,city,cloud,country,date,humidity,lat,long,temperature,speed
364,valparaiso,0,CL,1624909435,39,-33.0393,-71.6273,68.61,2.3
365,thiruvananthapuram,40,IN,1624909220,94,8.4833,76.9167,80.58,8.05
366,hay river,75,CA,1624909435,56,60.8156,-115.7999,69.78,5.75
367,aykhal,100,RU,1624909436,52,66.0,111.5,56.23,5.61
368,chisinau,0,MD,1624909262,82,47.0056,28.8575,66.63,5.75
369,leningradskiy,100,RU,1624909437,87,69.3833,178.4167,37.35,4.92
370,zacatepec,100,MX,1624909437,71,18.65,-99.2,75.97,3.18
371,bandarbeyla,5,SO,1624909438,80,9.4942,50.8122,77.68,29.62
372,margate,70,GB,1624909438,99,51.3813,1.3862,60.53,7.0
373,gat,0,IL,1624909439,62,31.61,34.7642,81.09,3.87
374,creel,86,MX,1624909439,47,27.75,-107.6333,69.3,7.4
375,solwezi,50,ZM,1624909440,51,-12.1688,26.3894,56.62,2.89
376,port moresby,40,PG,1624909440,88,-9.4431,147.1797,76.42,9.22
377,nedjo,100,ET,1624909441,93,9.5046,35.5019,59.5,1.25
378,kieta,96,PG,1624909441,86,-6.2167,155.6333,77.92,8.41
379,sangar,100,RU,1624909442,97,63.9242,127.4739,61.43,3.42
380,aklavik,75,CA,1624909442,35,68.2191,-135.0107,71.6,9.22
381,bandar,100,ID,1624909443,99,2.05,99.75,70.84,2.3
382,bunbury,100,AU,1624909443,76,-33.3333,115.6333,51.82,22.44
383,merauke,88,ID,1624909444,88,-8.4667,140.3333,77.05,13.85
384,pisco,90,PE,1624909444,88,-13.7,-76.2167,62.65,4.61
385,kyra,100,RU,1624909445,98,49.5776,111.9753,60.75,3.04
386,mwense,23,ZM,1624909445,41,-10.3845,28.698,62.15,2.75
387,rawson,4,AR,1624909250,31,-43.3002,-65.1023,50.04,9.33
388,buraydah,10,SA,1624909446,7,26.326,43.975,95.45,9.22
389,broken hill,0,AU,1624909447,87,-31.95,141.4333,44.31,16.11
390,finschhafen,100,PG,1624909447,90,-6.6024,147.8681,76.23,8.25
391,pljevlja,5,ME,1624909447,66,43.3333,19.3333,72.86,4.07
392,harper,100,LR,1624909448,84,4.375,-7.7169,77.7,8.79
393,derzhavinsk,0,KZ,1624909448,60,51.1,66.3167,67.57,8.21
394,narsaq,100,GL,1624909449,98,60.9167,-46.05,48.42,5.32
395,george,90,ZA,1624909449,87,-33.963,22.4617,49.55,10.36
396,sinnar,100,SD,1624909450,54,13.5691,33.5672,84.88,19.51
397,natchez,90,US,1624909450,88,31.5604,-91.4032,74.64,4.61
398,verkh-usugli,100,RU,1624909451,99,52.7,115.1667,59.23,2.48
399,ahuimanu,75,US,1624909451,54,21.4447,-157.8378,81.1,10.36
400,leshukonskoye,100,RU,1624909452,95,64.8989,45.7622,63.84,3.65
401,marawi,33,PH,1624909452,94,7.9986,124.2928,69.66,2.13
402,sur,0,OM,1624909453,58,22.5667,59.5289,86.09,13.62
403,okhotsk,50,RU,1624909453,88,59.3833,143.3,52.66,4.34
404,coihaique,0,CL,1624909454,46,-45.5752,-72.0662,48.15,3.44
405,quang ngai,69,VN,1624909295,78,15.1167,108.8,78.31,5.61
406,dombarovskiy,95,RU,1624909455,50,50.7587,59.5386,77.18,13.71
407,saint-vallier,95,FR,1624909455,99,46.6411,4.3711,63.79,1.92
408,half moon bay,90,US,1624909456,67,37.4636,-122.4286,70.81,1.01
409,santiago del estero,0,AR,1624909288,20,-27.7951,-64.2615,57.58,1.23
410,palmer,75,US,1624909456,51,42.1584,-72.3287,92.12,3.0
411,kuruman,1,ZA,1624909457,29,-27.4524,23.4325,55.11,6.11
412,melukote,81,IN,1624909457,82,12.6589,76.6506,68.77,7.74
413,itarema,7,BR,1624909458,71,-2.9248,-39.9167,80.6,10.07
414,andenes,75,NO,1624909458,93,69.3143,16.1194,46.4,13.8
415,saint-joseph,32,RE,1624909459,82,-21.3667,55.6167,67.84,10.45
416,sisimiut,100,GL,1624909459,97,66.9395,-53.6735,37.0,7.65
417,binzhou,100,CN,1624909460,72,37.3667,118.0167,77.52,5.19
418,iquique,21,CL,1624909219,72,-20.2208,-70.1431,62.64,8.32
419,badou,77,TG,1624909461,88,7.5833,0.6,74.14,4.27
420,kichera,100,RU,1624909461,84,55.9375,110.0997,56.86,4.07
421,ballina,90,AU,1624909462,100,-28.8667,153.5667,54.77,10.36
422,asuncion nochixtlan,100,MX,1624909462,83,17.4667,-97.2333,59.32,4.18
423,komsomolskiy,22,UZ,1624909463,21,40.4272,71.7189,83.12,11.5
424,iracoubo,100,GF,1624909463,85,5.4802,-53.2011,79.25,5.73
425,xuddur,93,SO,1624909464,65,4.1213,43.8894,74.97,16.75
426,ormara,65,PK,1624909464,81,25.2088,64.6357,82.36,15.35
427,noyabrsk,12,RU,1624909464,71,63.1994,75.4507,45.0,9.51
428,mount gambier,90,AU,1624909465,93,-37.8333,140.7667,44.51,9.22
429,padang,96,ID,1624909465,89,-0.9492,100.3543,75.9,3.53
430,birin,95,NP,1624909466,95,26.8865,88.0718,64.87,0.67
431,mahebourg,20,MU,1624909466,73,-20.4081,57.7,71.89,9.22
432,strezhevoy,100,RU,1624909467,85,60.7333,77.5889,58.98,2.86
433,tempio pausania,0,IT,1624909467,77,40.8974,9.1035,74.32,4.03
434,labuhan,92,ID,1624909468,87,-6.8844,112.2051,77.45,6.76
435,dalbandin,0,PK,1624909468,9,28.8947,64.4101,87.69,0.96
436,zambezi,83,ZM,1624909469,40,-13.5432,23.1047,59.92,3.71
437,turukhansk,89,RU,1624909469,93,65.8167,87.9833,47.14,9.75
438,puerto madero,81,MX,1624909470,69,14.7208,-92.4215,83.64,5.55
439,port macquarie,94,AU,1624909396,81,-31.4333,152.9167,51.94,6.46
440,roald,75,NO,1624909471,82,62.5833,6.1333,54.43,6.91
441,puerto colombia,68,CO,1624909471,76,10.9878,-74.9547,91.49,14.34
442,ust-kuyga,100,RU,1624909472,84,70.0167,135.6,46.36,5.84
443,pedernales,90,DO,1624909472,56,18.0384,-71.744,87.19,3.49
444,saint-augustin,58,CA,1624909473,58,51.226,-58.6502,64.6,11.1
445,lasa,100,IT,1624909473,84,46.6166,10.7002,74.8,4.7
446,leo,0,BF,1624909474,46,11.1,-2.1,85.53,1.07
447,ponnani,11,IN,1624909474,84,10.767,75.9252,79.92,5.79
448,bathsheba,20,BB,1624909475,55,13.2167,-59.5167,88.41,23.02
449,koungheul,7,SN,1624909475,38,13.9833,-14.8,94.21,5.7
450,tecpan,98,GT,1624909476,82,14.7623,-90.9947,65.05,2.55
451,warmbad,5,NA,1624909476,41,-28.45,18.7333,53.82,3.24
452,college,75,US,1624909477,57,64.8569,-147.8028,64.38,3.44
453,redlands,20,US,1624909288,30,34.0556,-117.1825,100.38,4.61
454,gemena,100,CD,1624909477,90,3.25,19.7667,69.64,1.81
455,vila velha,20,BR,1624909281,56,-20.3297,-40.2925,79.97,13.8
456,ende,6,ID,1624909478,85,-8.8432,121.6623,73.94,2.15
457,bouna,3,CI,1624909479,61,9.2667,-3.0,80.83,5.53
458,olafsvik,100,IS,1624909479,83,64.8945,-23.7142,51.13,7.78
459,atherton,100,GB,1624909480,88,53.5237,-2.4935,60.35,3.71
460,aswan,0,EG,1624909480,12,24.0934,32.907,97.16,8.12
461,smoky lake,0,CA,1624909481,39,54.1169,-112.4686,85.87,8.05
462,parksville,0,CA,1624909380,33,49.3163,-124.3195,84.45,10.36
463,manzhouli,90,CN,1624909481,89,49.6,117.4333,63.01,4.56
464,neiafu,20,TO,1624909482,68,-18.65,-173.9833,74.08,8.05
465,dhidhdhoo,100,MV,1624909482,77,6.8833,73.1,82.6,14.99
466,tazovskiy,100,RU,1624909483,86,67.4667,78.7,40.23,15.99
467,nishihara,75,JP,1624909483,94,26.1842,127.7558,79.86,14.97
468,zhuhai,40,CN,1624909484,89,22.2769,113.5678,84.31,13.8
469,marataizes,0,BR,1624909484,79,-21.0433,-40.8244,72.7,16.2
470,oparino,87,RU,1624909485,91,59.8518,48.2783,64.0,3.4
471,faanui,93,PF,1624909485,68,-16.4833,-151.75,80.85,16.93
472,manaus,75,BR,1624909444,65,-3.1019,-60.025,84.69,2.3
473,kupang,0,ID,1624909486,77,-10.1667,123.5833,75.31,12.59
474,ixtapa,90,MX,1624909486,78,20.7,-105.2,79.83,0.0
475,fortuna,20,US,1624909348,67,40.5982,-124.1573,71.53,5.01
476,chaihe,83,CN,1624909487,95,44.7667,129.7,60.78,3.04
477,hwange,5,ZW,1624909488,48,-18.3693,26.5019,63.19,2.77
478,southampton,75,GB,1624909237,91,50.904,-1.4043,63.7,1.99
479,constitucion,13,CL,1624909488,48,-35.3333,-72.4167,56.19,3.74
480,celestun,100,MX,1624909489,61,20.8667,-90.4,87.76,10.16
481,manavalakurichi,18,IN,1624909489,84,8.1333,77.3,80.69,11.86
482,malvern,89,US,1624909490,63,34.3623,-92.813,88.14,7.27
483,kushiro,100,JP,1624909339,97,42.975,144.3747,55.89,2.75
484,qaqortoq,100,GL,1624909491,98,60.7167,-46.0333,48.7,3.22
485,armizonskoye,9,RU,1624909491,69,55.9461,67.6736,62.62,4.76
486,olonets,100,RU,1624909492,78,60.9847,32.9698,66.96,6.46
487,zyryanka,12,RU,1624909492,34,65.75,150.85,76.87,13.73
488,juba,76,SS,1624909493,81,4.8517,31.5825,73.08,4.41
489,yatou,7,CN,1624909493,95,37.15,122.3833,68.02,4.59
490,beloha,0,MG,1624909494,75,-25.1667,45.05,63.82,6.15
491,tessalit,0,ML,1624909494,8,20.1986,1.0114,98.04,8.99
492,daru,85,PG,1624909495,90,-9.0763,143.2092,77.22,14.81
493,hirado,19,JP,1624909495,87,33.3597,129.5531,73.38,15.86
494,sarmanovo,0,RU,1624909496,67,55.2553,52.5891,83.08,3.33
495,emporia,75,US,1624909496,83,38.4039,-96.1817,75.4,8.05
496,warin chamrap,75,TH,1624909496,94,15.1932,104.8628,78.62,3.44
497,otane,91,NZ,1624909497,90,-39.8833,176.6333,39.0,10.63
498,ust-tsilma,100,RU,1624909497,71,65.441,52.1498,59.94,6.31
499,kuji,100,JP,1624909498,91,40.1878,141.7689,61.14,5.32
500,mancio lima,40,BR,1624909498,62,-7.6142,-72.8958,87.87,4.61
501,am timan,69,TD,1624909499,57,11.0297,20.2827,81.63,6.91
502,yumen,2,CN,1624909499,27,40.2833,97.2,64.15,8.14
503,santander jimenez,56,MX,1624909500,37,24.2167,-98.4667,95.52,11.97
504,husavik,100,IS,1624909500,83,66.0449,-17.3389,55.31,4.0
505,kayerkan,100,RU,1624909501,89,69.3497,87.7602,46.35,2.84
506,assiniboia,0,CA,1624909501,33,49.6334,-105.9845,75.02,4.61
507,luderitz,3,NA,1624909502,70,-26.6481,15.1594,58.03,6.44
508,jaciara,94,BR,1624909502,64,-15.9653,-54.9683,63.55,11.92
509,charters towers,100,AU,1624909508,84,-20.1,146.2667,63.48,8.61
510,ust-maya,0,RU,1624909508,68,60.4167,134.5333,64.76,2.1
511,bukavu,85,CD,1624909509,70,-2.5083,28.8608,62.85,1.77
512,ciudad del maiz,100,MX,1624909509,74,22.4,-99.6,75.74,6.49
513,mirassol,0,BR,1624909510,41,-20.8192,-49.5211,74.88,6.91
514,crotone,0,IT,1624909510,77,39.0851,17.1178,82.92,10.63
515,gambela,100,ET,1624909511,93,8.25,34.5833,71.38,4.14
516,sao felix do xingu,11,BR,1624909511,33,-6.6447,-51.995,91.35,2.51
517,ryazanskaya,4,RU,1624909512,91,44.9553,39.5889,71.47,5.39
518,verkhnyaya inta,55,RU,1624909512,63,65.9811,60.3094,50.76,9.86
519,oktyabrskiy,60,RU,1624909513,69,54.4815,53.471,74.34,3.67
520,abapo,100,BO,1624909513,44,-18.8333,-63.4667,48.42,6.71
521,la romana,40,DO,1624909514,58,18.4273,-68.9728,88.16,13.8
522,mildura,2,AU,1624909514,100,-34.2,142.15,40.96,4.61
523,sapulpa,75,US,1624909515,72,35.9987,-96.1142,84.47,3.44
524,sept-iles,40,CA,1624909420,64,50.2001,-66.3821,73.92,16.11
525,russell,40,US,1624909516,51,32.3502,-85.1999,86.97,6.91
526,batagay-alyta,98,RU,1624909517,76,67.8006,130.4114,61.7,3.04
527,konosha,53,RU,1624909518,87,60.9736,40.257,67.95,6.42
528,srednekolymsk,3,RU,1624909519,29,67.45,153.6833,80.98,12.57
529,ust-tarka,72,RU,1624909519,86,55.5672,75.705,57.09,4.21
530,halifax,75,CA,1624909508,57,44.6453,-63.5724,88.57,10.36
531,tairua,100,NZ,1624909520,79,-37.0167,175.85,49.08,15.3
532,asau,12,RO,1624909521,100,46.4333,26.4,64.6,3.78
533,honningsvag,75,NO,1624909521,87,70.9821,25.9704,47.95,10.36
534,acari,12,PE,1624909522,55,-15.4311,-74.6158,72.72,7.45
535,moussoro,76,TD,1624909522,37,13.6408,16.4901,92.88,11.34
536,inirida,88,CO,1624909523,84,3.8653,-67.9239,81.86,1.01
537,cayenne,75,GF,1624909524,82,4.9333,-52.3333,82.09,3.0
538,guaiuba,8,BR,1624909524,70,-4.0397,-38.6372,83.64,5.08
539,mpulungu,27,ZM,1624909525,47,-8.7623,31.1141,69.85,6.89
540,tonk,5,IN,1624909525,24,26.1667,75.7833,97.09,5.91
541,samarai,88,PG,1624909526,85,-10.6167,150.6667,78.67,11.54
542,holalkere,94,IN,1624909526,75,14.0333,76.1833,73.36,12.86
543,bouar,100,CF,1624909527,97,5.934,15.596,63.41,1.3
544,havoysund,94,NO,1624909527,88,70.9963,24.6622,48.43,25.64
545,glendive,1,US,1624909528,35,47.1053,-104.7125,79.27,9.22
546,tukrah,0,LY,1624909529,58,32.5341,20.5791,81.5,9.75
547,poum,7,NC,1624909529,80,-20.2333,164.0167,73.6,14.54
548,tommot,20,RU,1624909530,89,58.9564,126.2925,60.48,3.2
549,surin,100,TH,1624909530,75,14.8818,103.4936,79.95,8.7
550,teguldet,91,RU,1624909531,97,57.3064,88.1667,52.83,4.16
551,igarka,100,RU,1624909531,98,67.4667,86.5833,45.66,7.4
552,umm lajj,0,SA,1624909532,40,25.0213,37.2685,89.85,7.72
553,kanniyakumari,36,IN,1624909532,82,8.0833,77.5667,79.38,15.68
554,kargasok,99,RU,1624909533,70,59.0556,80.8572,54.66,6.24
555,meybod,0,IR,1624909534,11,32.2501,54.0166,89.62,3.85
556,el astillero,40,ES,1624909534,86,43.4009,-3.8205,62.1,16.11
557,kargil,11,IN,1624909535,52,34.5667,76.1,53.82,6.58
558,oriximina,18,BR,1624909535,51,-1.7656,-55.8661,88.65,6.62
